Id,Target
55841/895_E10_2,20 10 9 8 7
55841/879_D11_1,20 10 9 8 7
55841/879_D11_2,20 10 9 8 7
1311/27_G5_1,2
1311/27_G5_2,2
1311/26_G5_1,2
1311/26_G5_2,2
15351/932_F2_1,2
52702/885_B6_1,25
52702/885_B6_2,25
52702/869_B6_1,25
52702/869_B6_2,25
12299/104_A4_1,25 0
12299/104_A4_2,25 0
12299/102_A4_1,25 0
12299/102_A4_2,25 0
45505/814_B11_1,25 21 0
45505/814_B11_2,25 21 0
45505/755_B11_3,25 0
45505/755_B11_4,25 0
8987/1462_B1_1,5
8987/1462_B1_3,5
8987/1669_D1_1,5
8987/1669_D1_2,5
37425/455_F9_1,25 12
37425/455_F9_2,25 12
37425/452_F9_1,25 12
37425/452_F9_2,25 12
37425/449_F9_1,25
37425/449_F9_2,25
64094/1320_D2_1,20 10 9 8
64094/1320_D2_2,20 10 9 8
64094/1232_H5_3,20 10 9 8 0
64094/1232_H5_4,20 10 9 8 0
64094/1199_H5_2,20 10 9 8 0
64094/1199_H5_6,20 10 9 8 0
45895/1054_A12_1,25 21
45895/1054_A12_2,25 21
45895/550_B6_1,25 1
45895/550_B6_2,25 1
45895/567_B6_1,25 1
45895/567_B6_2,25 1
6692/110_F4_1,20 10 9 8 0
6692/110_F4_2,20 10 9 8 0
6692/111_F4_1,20 10 9 8 0
6692/111_F4_2,20 10 9 8 0
6692/159_F4_1,20 10 9 8 0
6692/159_F4_2,20 10 9 8 0
39614/456_F11_1,2
39614/456_F11_2,2
39614/451_F11_1,2
39614/451_F11_2,2
39614/454_F11_1,2
39614/454_F11_2,2
41652/486_F5_1,25
41652/486_F5_2,25
41652/490_F5_1,25
41652/490_F5_2,25
41652/509_F5_1,25
41652/509_F5_2,25
22103/672_H2_1,0
22103/672_H2_4,0
52291/863_E1_2,0
52291/863_E1_3,0
53995/1125_C4_1,7
53995/1125_C4_2,7
499/57_B10_1,20 10 9 8 7
499/57_B10_2,20 10 9 8 7
499/56_B10_1,20 10 9 8
499/56_B10_2,20 10 9 8
499/58_B10_1,20 10 9 8
499/58_B10_2,20 10 9 8
53745/840_C4_1,25
53745/840_C4_2,25
53745/986_F2_1,25
53745/986_F2_2,25
53745/832_F2_1,25
53745/832_F2_2,25
37775/540_D5_1,1
37775/540_D5_2,1
37775/537_D5_1,1
37775/553_D5_2,1
37775/553_D5_3,1
4248/78_E8_1,25 0
4248/78_E8_2,25 0
4248/77_E8_1,25 0
4248/77_E8_2,25 0
10435/971_A1_1,25 23 0
10435/971_A1_2,25 23 0
10435/932_A1_1,25 23 0
10435/932_A1_2,25 23 0
10435/924_A1_1,25 23 0
10435/924_A1_2,25 23 0
11951/1639_C8_3,7
11951/1639_C8_4,7
11951/1758_B5_1,7
11951/1758_B5_4,7
11951/1756_B5_2,7
11951/1756_B5_5,7
19360/242_C1_1,5
19360/242_C1_2,5
19360/185_C1_1,5
19360/185_C1_2,5
19360/183_C1_1,5
19360/183_C1_2,5
4478/2_D8_1,7 4
4478/2_D8_2,7 4
4478/1_D8_1,4
4478/1_D8_2,4
4478/3_D8_1,7 4
4478/3_D8_2,7 4
10252/210_D7_1,4
10252/210_D7_2,4
10252/211_D7_1,4
10252/211_D7_2,4
10252/209_D7_1,4
10252/209_D7_2,4
37777/436_H1_3,21 0
37777/436_H1_4,21 0
37777/442_H1_3,21 0
37777/442_H1_5,21 0
29577/335_H10_1,25 21
29577/335_H10_2,25 21
29577/322_H10_1,25 21
29577/322_H10_3,25 21
29577/327_H10_1,25 21
29577/327_H10_2,25 21
56825/917_H7_3,20 10 9 8 3
56825/917_H7_4,20 10 9 8 3
56825/1404_G11_2,20 10 9 8 3
56825/1404_G11_3,20 10 9 8 3
56825/920_H7_9,20 10 9 8 3
56825/920_H7_11,20 10 9 8 3
15483/128_F2_1,7
15483/128_F2_2,7
15483/129_F2_1,7
15483/129_F2_2,7
15483/127_F2_1,7
15483/127_F2_2,7
38252/437_B10_1,25 7
38252/437_B10_2,25 7
38252/443_B10_1,20 10 9 8 7 0
38252/443_B10_2,20 10 9 8 7 0
38252/431_B10_1,20 10 9 8 7 0
38252/431_B10_2,20 10 9 8 7 0
38253/591_F4_1,0
38253/591_F4_2,0
38253/581_F4_1,0
38253/581_F4_2,0
3979/80_G8_1,25 0
3979/80_G8_2,25 0
3979/81_G8_1,25 0
3979/81_G8_2,25 0
3979/79_G8_1,25 0
3979/79_G8_2,25 0
4130/80_G11_1,25
4130/80_G11_2,25
4130/81_G11_1,25
4130/81_G11_2,25
38016/435_C4_1,7
38016/435_C4_2,7
38016/448_C4_1,7
38016/448_C4_2,7
38016/445_C4_1,7
38016/445_C4_2,7
50962/769_B9_2,0
50962/769_B9_3,0
50962/757_B9_1,0
50962/757_B9_2,0
69752/1343_A8_2,0
69752/1347_A8_2,0
69752/1347_A8_3,0
69808/1343_D9_1,0
69808/1343_D9_3,0
69808/1347_D9_1,0
69808/1347_D9_2,0
10948/108_C6_1,25
10948/108_C6_2,25
10948/87_C6_1,25
10948/87_C6_2,25
10948/85_C6_1,25
10948/85_C6_2,25
58931/1029_G10_2,0
58931/1029_G10_3,0
58931/995_G10_1,0
58931/995_G10_3,0
58931/1009_G10_1,25 0
58931/1009_G10_2,25 0
51334/1028_B8_3,25
51334/1028_B8_4,25
51334/987_E11_1,25
51334/987_E11_2,25
51334/802_B8_2,25
51334/802_B8_4,25
5967/78_D5_1,2
5967/78_D5_2,2
5967/92_D5_1,2
5967/92_D5_2,2
5967/77_D5_1,2
5967/77_D5_2,2
18666/199_C7_3,20 10 9 8 0
18666/199_C7_4,20 10 9 8 0
18666/157_C7_1,20 10 9 8 0
18666/157_C7_2,20 10 9 8 0
18666/155_C7_1,20 10 9 8 0
18666/155_C7_2,20 10 9 8 0
18900/199_D9_1,20 10 9 8 0
18900/199_D9_2,20 10 9 8 0
18900/157_D9_1,20 10 9 8 0
18900/157_D9_2,20 10 9 8 0
18900/155_D9_1,20 10 9 8 0
18900/155_D9_2,20 10 9 8 0
28499/1774_C4_8_cr5950fa3646253,20 10 9 8 7
28499/1774_C4_13_cr5950fa3646972,20 10 9 8 7
28499/254_E5_2,20 10 9 8 7
28499/254_E5_1,20 10 9 8 7
28499/546_E5_1,20 10 9 8
28499/546_E5_2,20 10 9 8
8149/1601_B1_1,6
8149/1601_B1_2,6
8149/1732_B1_8_cr5806021b00751,6
8149/1732_B1_13_cr58060224b0907,6
45372/527_C9_1,6
45372/527_C9_3,6
45372/529_C9_1,6
45372/529_C9_2,6
45372/522_C9_1,6
45372/522_C9_2,6
38394/440_D9_3,20 10 9 8 0
38394/440_D9_4,20 10 9 8 0
38394/433_D9_1,7 0
38394/433_D9_2,7 0
38394/428_D9_1,7 0
38394/428_D9_2,7 0
51452/871_H4_3,21
51452/871_H4_4,21
51452/987_F10_1,21
51452/987_F10_2,21
51452/781_A1_1,21 12
51452/781_A1_2,21 12
18485/116_B4_1,0
18485/116_B4_2,0
18485/115_B4_1,0
18485/115_B4_2,0
71450/1430_B2_1,25
71450/1430_B2_3,25
71450/1354_F3_1,25 21
71450/1354_F3_3,25 21
29449/335_H4_1,25 4
29449/335_H4_2,25 4
29449/322_H4_1,25 4
29449/322_H4_2,25 4
29449/327_H4_1,25 4
29449/327_H4_2,25 4
8196/75_F10_1,25 0
8196/75_F10_2,25 0
8196/74_F10_1,25 0
8196/74_F10_2,25 0
65236/1202_C11_1,19
65236/1202_C11_2,19
65236/1234_H4_1,19
65236/1234_H4_2,19
53214/868_C9_1,23 0
53214/868_C9_2,23 0
53214/831_G1_2,23
53214/831_G1_3,23
55846/958_B7_1,23
55846/958_B7_2,23
55846/883_B11_1,23
55846/883_B11_2,23
55846/875_B11_1,23
55846/875_B11_2,23
45910/625_H10_1,2
45910/625_H10_2,2
45910/631_H10_1,2
45910/631_H10_2,2
45910/629_H10_3,2
45910/629_H10_4,2
50269/1767_E10_31,3
50269/1767_E10_33,3
4899/69_F3_1,0
4899/69_F3_2,0
4899/91_F3_1,0
4899/91_F3_2,0
4899/68_F3_1,0
4899/68_F3_2,0
50645/1596_B12_4,7 0
50645/1596_B12_6,7 0
50645/757_F10_1,0
50645/757_F10_2,0
52359/1145_C12_5,7
52359/1145_C12_6,7
52359/1789_G5_5_cr598ad738d9b8f,7
52359/1789_G5_20_cr598ad738da9fc,7
19361/198_H6_1,20 10 9 8 0
19361/198_H6_2,20 10 9 8 0
19361/154_H6_1,20 10 9 8 0
19361/154_H6_2,20 10 9 8 0
19361/152_H6_1,20 10 9 8 0
19361/152_H6_2,20 10 9 8 0
63027/1227_D9_2,22 19
63027/1227_D9_4,22 19
63027/1261_D8_1,22 19
63027/1261_D8_8,22 19
36999/406_B9_1,25
36999/406_B9_2,25
36999/403_B9_1,25
36999/403_B9_2,25
36999/408_B9_1,25 19
36999/408_B9_2,25 19
35856/393_C7_1,23
35856/393_C7_2,23
35856/396_C7_1,25 23
35856/396_C7_2,25 23
58113/975_C5_1,23
58113/975_C5_2,23
58113/980_C5_1,25
58113/980_C5_2,25
58113/976_C5_1,25
58113/976_C5_3,25
27514/285_D12_1,0
27514/285_D12_2,0
27514/286_D12_3,0
27514/286_D12_5,0
27514/284_D12_2,0
27514/284_D12_1,0
47301/643_B4_1,0
47301/643_B4_2,0
47301/645_B4_1,0
47301/645_B4_2,0
47301/644_B4_1,0
47301/644_B4_2,0
53627/840_F10_1,0
53627/840_F10_2,0
53627/986_E4_2,25 0
53627/986_E4_3,25 0
53627/832_E4_1,25 0
53627/832_E4_2,25 0
63426/1187_F10_1,25
63426/1187_F10_2,25
63426/1154_F10_1,25
63426/1154_F10_3,25
39410/523_H9_1,25 0
39410/523_H9_2,25 0
39410/517_H9_1,25 0
39410/517_H9_2,25 0
39410/520_H9_1,25 0
39410/520_H9_2,25 0
44869/1050_F10_1,25 0
44869/1050_F10_2,25 0
44869/859_H2_3,20 10 9 8 0
44869/859_H2_4,20 10 9 8 0
36941/406_D5_1,25 0
36941/406_D5_2,25 0
36941/403_D5_1,25 0
36941/403_D5_2,25 0
36941/408_D5_1,25 0
36941/408_D5_2,25 0
36942/406_D4_1,25 1 0
36942/406_D4_2,25 1 0
36942/403_D4_1,25 0
36942/403_D4_2,25 0
35866/1240_F4_1,7
35866/1240_F4_4,7
35866/381_F10_1,7
35866/381_F10_2,7
7338/1223_D1_1,25 0
7338/1223_D1_2,25 0
7338/1193_D1_2,25 0
7338/1193_D1_3,25 0
27036/285_A9_1,25 23
27036/285_A9_2,25 23
27036/286_A9_2,25 23 0
27036/286_A9_1,25 23 0
27036/284_A9_1,25
27036/284_A9_2,25
36995/441_F8_1,0
36995/441_F8_2,0
36995/432_F8_3,0
36995/432_F8_4,0
36995/430_F8_1,25 0
36995/430_F8_2,25 0
18396/971_A6_1,20 10 9 8 0
18396/971_A6_2,20 10 9 8 0
18396/924_A6_1,20 10 9 8
18396/924_A6_3,20 10 9 8
35006/378_D8_1,25 21
35006/376_D8_1,25 21
35006/376_D8_2,25 21
35006/383_D8_3,25 21
35006/383_D8_4,25 21
55839/1050_C9_1,25
55839/1050_C9_5,25
47719/852_H7_1,2
47719/852_H7_2,2
47719/830_H7_2,2
47719/830_H7_3,2
47719/742_H3_5,2
47719/742_H3_6,2
71557/1411_E7_4,25 0
71557/1411_E7_5,25 0
71557/1406_F2_2,25 0
71557/1406_F2_3,25 0
71557/1400_F2_1,25 0
71557/1400_F2_3,25 0
5023/624_H1_1,20 18 10 9 8 7
5023/624_H1_2,20 18 10 9 8 7
5023/630_H1_1,20 10 9 8 7
5023/630_H1_2,20 10 9 8 7
5023/628_H1_1,20 18 10 9 8 7
5023/628_H1_2,20 18 10 9 8 7
38268/898_G2_5,18
38268/898_G2_6,18
38268/894_G2_1,18
38268/894_G2_2,18
38268/907_G2_1,18
38268/907_G2_2,18
18499/199_D5_1,25 21
18499/199_D5_2,25 21
18499/157_D5_1,25 21
18499/157_D5_2,25 21
18499/155_D5_1,25 21
18499/155_D5_2,25 21
34808/571_C10_1,9
34808/571_C10_2,9
34808/542_C10_1,9
34808/542_C10_2,9
34808/544_C10_1,9
34808/544_C10_2,9
53261/826_C2_1,25
53261/826_C2_2,25
7704/75_D2_1,25 21 0
7704/75_D2_2,25 21 0
7704/74_D2_1,25 21 0
7704/74_D2_2,25 21 0
19473/234_A2_1,25 20 10 9 8
19473/234_A2_2,25 20 10 9 8
19473/235_A2_1,25 20 10 9 8
19473/235_A2_2,25 20 10 9 8
19473/535_A2_1,20 10 9 8
19473/535_A2_2,20 10 9 8
52206/816_F10_1,25 20 10 9 8
52206/816_F10_10,25 20 10 9 8
52206/790_F10_3,20 10 9 8
52206/790_F10_4,20 10 9 8
57687/1558_H3_1,20 10 9 8
57687/1558_H3_3,20 10 9 8
57687/1541_C5_1,20 10 9 8
57687/1541_C5_3,20 10 9 8
57687/1542_C5_1,20 10 9 8
57687/1542_C5_2,20 10 9 8
30116/275_E12_1,25
30116/275_E12_2,25
30116/273_E12_2,25 20 10 9 8
30116/273_E12_1,25 20 10 9 8
38196/440_A8_3,25 21
38196/440_A8_4,25 21
38196/428_A8_1,25
38196/428_A8_2,25
38197/591_H4_1,25
38197/591_H4_2,25
38197/1216_G7_2,25 14
38197/1216_G7_4,25 14
51653/766_D3_1,25 6
51653/766_D3_2,25 6
51653/987_D10_1,25 6
51653/987_D10_2,25 6
51653/778_D3_3,25 6
51653/778_D3_4,25 6
48286/978_G9_1,25 21
48286/978_G9_2,25 21
48286/884_G9_2,25 21
48286/884_G9_3,25 21
18246/144_E8_1,25
18246/144_E8_2,25
18246/145_E8_1,25
18246/145_E8_2,25
18246/143_E8_1,25
18246/143_E8_2,25
55475/898_E7_1,25
55475/898_E7_2,25
55475/894_E7_1,25
55475/894_E7_2,25
55475/907_E7_1,25
55475/907_E7_2,25
19880/222_G4_1,25 0
19880/222_G4_2,25 0
19880/248_G4_1,25 0
19880/248_G4_2,25 0
19880/221_G4_1,25
19880/221_G4_2,25
6049/113_B1_1,0
6049/113_B1_2,0
6049/161_B1_1,25 0
6049/161_B1_2,25 0
6049/112_B1_1,0
6049/112_B1_2,0
50646/769_G10_1,25 0
50646/769_G10_2,25 0
50646/761_G10_1,25 0
50646/757_G10_2,25 0
50646/757_G10_3,25 0
35514/393_A11_1,23 4
35514/393_A11_2,23 4
35514/392_A11_3,25 4
35514/392_A11_4,25 4
35514/396_A11_1,25 4
35514/396_A11_2,25 4
18383/1001_B10_1,21
18383/1001_B10_2,21
18383/992_B10_1,21
18383/992_B10_2,21
40736/813_F7_1,21 7
40736/813_F7_4,21 7
40736/758_F7_1,21
40736/758_F7_2,21
40736/754_F7_4,21
40736/754_F7_5,21
42787/547_C11_1,25 12
42787/547_C11_2,25 12
42787/532_C11_2,25 12
42787/532_C11_4,25 12
42787/496_C11_1,25
42787/496_C11_2,25
38073/405_F11_1,25 0
38073/405_F11_2,25 0
38073/402_F11_3,25 0
38073/402_F11_4,25 0
36178/393_B2_1,25
36178/392_B2_1,25
36178/392_B2_2,25
36178/396_B2_1,25
36178/396_B2_2,25
44850/590_C1_1,0
44850/590_C1_2,0
44850/574_C1_1,0
44850/574_C1_2,0
44850/580_C1_1,0
44850/580_C1_2,0
62483/1148_A12_1,0
62483/1148_A12_2,0
62483/1187_D2_2,0
62483/1187_D2_5,0
62483/1106_A12_1,0
62483/1106_A12_4,0
45847/732_E6_1,21
45847/732_E6_2,21
45847/722_E6_1,21
45847/722_E6_2,21
45847/726_E6_1,21
45847/726_E6_4,21
7499/45_A10_1,25
7499/45_A10_2,25
7499/44_A10_1,25
7499/44_A10_2,25
7499/46_A10_1,25
7499/46_A10_2,25
12483/638_G4_1,25 0
12483/638_G4_2,25 0
12483/637_G4_1,25 0
12483/637_G4_2,25 0
12483/636_G4_1,25 0
12483/636_G4_2,25 0
35083/981_E11_8,25 0
35083/981_E11_10,25 0
35084/918_D10_1,25 20 10 9 8 0
35084/918_D10_2,25 20 10 9 8 0
35084/984_F11_1,25 20 10 9 8 0
35084/984_F11_2,25 20 10 9 8 0
35084/981_F11_2,25 20 10 9 8
35084/981_F11_3,25 20 10 9 8
35022/379_E1_1,25 2
35022/379_E1_2,25 2
35022/377_E1_1,25
35022/377_E1_2,25
35022/390_E1_1,25 2
35022/390_E1_2,25 2
35023/377_F12_1,25 21
35023/377_F12_2,25 21
35023/390_F12_1,25
35023/390_F12_2,25
42265/805_E1_1,7
42265/805_E1_2,7
42265/979_F8_1,20 10 9 8
42265/979_F8_3,20 10 9 8
42265/736_E1_2,20 10 9 8 7
42265/736_E1_3,20 10 9 8 7
49529/1482_A6_1,0
49529/1482_A6_2,0
49529/1443_E10_1,0
49529/1443_E10_2,0
49529/1479_E10_2,23 0
49529/1479_E10_3,23 0
67818/1482_H11_2,4
67818/1482_H11_3,4
67818/1450_E2_4,4
67818/1450_E2_6,4
67818/1445_E2_1,23 4
67818/1445_E2_5,23 4
35028/1216_D3_1,5 0
35028/1216_D3_4,5 0
35028/566_F11_1,0
35028/566_F11_2,0
48445/1786_A8_1,25
48445/1786_A8_2,25
48445/1646_E4_7,25 22
48445/1646_E4_8,25 22
16908/131_F9_1,0
16908/131_F9_2,0
16908/132_F9_1,0
16908/132_F9_2,0
16908/164_F9_1,0
16908/164_F9_2,0
2276/1183_B11_3,5 0
2276/1183_B11_4,5 0
2276/120_A2_1,0
2276/120_A2_2,0
2276/118_A2_1,5
2276/118_A2_2,5
40812/807_A8_1,16 14
40812/807_A8_2,16 14
40812/846_A8_1,16 14
40812/846_A8_2,16 14
58275/1246_G2_1,0
58275/1246_G2_2,0
58275/1218_H2_1,0
58275/1218_H2_2,0
58275/1018_H2_1,0
58275/1018_H2_4,0
7398/1223_F1_2,25 5
7398/1223_F1_3,25 5
7398/1193_F1_2,25
7398/1193_F1_3,25
38421/422_E5_1,20 10 9 8
38421/422_E5_2,20 10 9 8
38421/426_E5_1,20 10 9 8
38421/426_E5_2,20 10 9 8
44190/560_D1_3,5 0
44190/560_D1_4,5 0
44190/554_D1_1,5 0
44190/554_D1_2,5 0
56283/985_F3_2,7
56283/985_F3_4,7
56283/1050_E2_2,7
56283/1050_E2_3,7
56283/982_F3_1,7
56283/982_F3_2,7
44067/1070_A5_2,22 21
44067/1070_A5_3,22 21
44067/1422_A10_1,22 21 0
36444/471_G6_2,25 2
36444/471_G6_5,25 2
36444/412_G6_1,25 2
36444/412_G6_2,25 2
36444/419_G6_1,2
36444/419_G6_2,2
38153/1145_F5_1,20 10 9 8
38153/1145_F5_3,20 10 9 8
38153/1021_D6_1,20 10 9 8
38153/1021_D6_3,20 10 9 8
49195/1162_D7_1,25 0
49195/1162_D7_2,25 0
49195/1013_E3_1,25 21 0
49195/1013_E3_2,25 21 0
49195/1017_E3_1,25 21 0
49195/1017_E3_2,25 21 0
36176/381_F1_1,20 10 9 8
36176/381_F1_2,20 10 9 8
57978/1117_D7_5,20 10 9 8
57978/1117_D7_6,20 10 9 8
57978/1039_A9_1,20 10 9 8
57978/1039_A9_3,20 10 9 8
57978/1037_A9_1,20 10 9 8
57978/1037_A9_3,20 10 9 8
14906/172_F11_1,25
14906/172_F11_2,25
14906/121_F11_1,25
14906/121_F11_2,25
74057/1544_B4_1,0
74057/1544_B4_3,0
74057/1550_E4_1,23 0
74057/1550_E4_3,23 0
74057/1543_B4_1,23 0
74057/1543_B4_2,23 0
44848/788_A4_6,23 12 0
44848/788_A4_7,23 12 0
44848/762_A2_1,23 0
44848/762_A2_2,23 0
44848/780_A4_4,12 0
44848/780_A4_5,12 0
22120/237_D2_1,25 0
22120/237_D2_2,25 0
22120/268_D2_2,21 0
22120/236_D2_1,25 23 0
22120/236_D2_2,25 23 0
51576/785_E6_1,21 0
51576/785_E6_2,21 0
51576/783_E6_1,21 0
51576/820_E1_1,21 0
51576/820_E1_5,21 0
14545/1032_C5_1,25
14545/1032_C5_2,25
3876/32_D2_1,0
3876/32_D2_2,0
3876/34_D2_1,0
3876/34_D2_2,0
11501/617_H10_1,0
11501/617_H10_3,0
11501/613_H10_2,0
11501/613_H10_3,0
11501/610_H10_1,0
11501/610_H10_2,0
28487/282_D7_2,25
28487/282_D7_1,25
28487/283_D7_1,25
28487/283_D7_2,25
28487/281_D7_1,25
28487/281_D7_2,25
43866/799_C10_1,25 20 10 9 8
43866/799_C10_2,25 20 10 9 8
43866/795_C10_3,25 20 10 9 8
43866/795_C10_4,25 20 10 9 8
43866/792_C10_2,25 20 10 9 8
43866/792_C10_3,25 20 10 9 8
55273/881_H8_1,7
55273/881_H8_2,7
55273/1432_E5_1,20 10 9 8
55273/1432_E5_2,20 10 9 8
55273/874_H8_1,7
55273/874_H8_2,7
58543/1748_B7_6_cr5805fda549ce7,25
58543/1748_B7_21_cr5805fdb09c85d,25
58543/1013_F5_2,25
58543/1013_F5_3,25
63498/1248_E6_2,0
63498/1248_E6_3,0
63498/1219_G10_1,0
63498/1219_G10_2,0
63498/1189_G10_1,0
63498/1189_G10_2,0
35029/753_A1_1,25 3
35029/753_A1_2,25 3
35029/739_A1_3,25 3
35029/739_A1_5,25 3
35029/752_F5_4,25 3
35029/752_F5_5,25 3
71690/1492_F1_5,25 2
71690/1492_F1_6,25 2
71690/1385_A3_1,25 2
71690/1385_A3_3,25 2
71690/1394_A3_1,2
71690/1394_A3_3,2
35017/814_C12_3,0
35017/814_C12_4,0
35017/759_C12_1,20 10 9 8 0
35017/759_C12_2,20 10 9 8 0
35017/755_C12_1,0
35017/755_C12_2,0
41280/813_E5_1,2
41280/813_E5_2,2
41280/758_E5_1,2
41280/758_E5_2,2
41280/754_E5_5,2
41280/754_E5_6,2
30259/296_H9_1,23 0
30259/296_H9_2,23 0
30259/297_H9_2,23 0
30259/297_H9_1,23 0
30259/295_H9_1,23 0
30259/295_H9_2,23 0
66819/1368_F3_1,20 10 9 8 0
66819/1368_F3_2,20 10 9 8 0
66819/1263_C8_3,20 10 9 8
66819/1263_C8_5,20 10 9 8
66819/1270_C8_3,20 10 9 8 0
66819/1270_C8_7,20 10 9 8 0
42604/487_G11_1,4
42604/487_G11_2,4
42604/491_G11_1,4
42604/491_G11_2,4
42604/481_G11_1,4
42604/481_G11_2,4
4210/671_C1_1,2
4210/671_C1_2,2
4210/669_C1_1,2
4210/669_C1_2,2
4210/666_C1_1,2
4210/666_C1_2,2
23981/240_C6_1,2
23981/240_C6_2,2
23981/241_C6_1,2
23981/241_C6_2,2
23981/239_C6_1,2
23981/239_C6_2,2
47443/799_C9_1,14
47443/799_C9_2,14
47443/795_C9_7,14
47443/795_C9_8,14
47443/792_C9_7,14
47443/792_C9_11,14
34828/836_B4_2,21
34828/836_B4_3,21
50510/979_E10_1,25 2
50510/979_E10_2,25 2
50510/771_G11_1,25 2
50510/771_G11_2,25 2
37563/407_B3_1,21
37563/407_B3_3,21
37563/410_B3_2,25 21
37563/410_B3_3,25 21
37563/404_B3_1,21
37563/404_B3_2,21
37564/571_G11_1,21
37564/571_G11_2,21
37564/542_G11_1,21
37564/542_G11_2,21
37564/544_G11_2,21
37564/544_G11_3,21
29708/1395_C4_2,3
29708/1395_C4_3,3
29708/297_G7_1,23 3
29708/297_G7_2,23 3
29708/295_G7_2,3
29708/295_G7_1,3
34829/471_A1_1,0
34829/471_A1_2,0
34829/412_A1_1,0
34829/412_A1_3,0
34829/419_A1_1,0
34829/419_A1_2,0
22012/1126_F10_1,20 10 9 8
22012/1126_F10_2,20 10 9 8
22012/146_C12_1,20 10 9 8
22012/146_C12_2,20 10 9 8
36815/407_A2_1,25
36815/407_A2_2,25
36815/410_A2_1,25
36815/410_A2_2,25
36815/404_A2_1,25
36815/404_A2_2,25
35529/590_G8_1,25 20 10 9 8 0
35529/590_G8_2,25 20 10 9 8 0
35529/574_G8_1,25 20 10 9 8 0
35529/574_G8_2,25 20 10 9 8 0
35529/580_G8_1,25 20 10 9 8 0
35529/580_G8_2,25 20 10 9 8 0
73086/1443_A7_1,0
73086/1443_A7_2,0
73086/1494_A2_2,0
73086/1494_A2_3,0
73086/1772_D3_4,0
73086/1772_D3_6,0
7191/75_G2_1,25 0
7191/75_G2_2,25 0
7191/76_G2_1,25 0
7191/76_G2_2,25 0
7191/74_G2_1,25 0
7191/74_G2_2,25 0
46514/804_D7_1,25 2
46514/804_D7_2,25 2
46514/712_D7_2,25 2
46514/712_D7_3,25 2
67637/1414_F12_1,25
67637/1414_F12_2,25
67637/1403_E1_1,20 10 9 8 2
67637/1403_E1_2,20 10 9 8 2
67637/1398_E1_2,20 10 9 8
67637/1398_E1_3,20 10 9 8
39993/836_H7_1,25 12 1
39993/836_H7_3,25 12 1
39993/807_F12_1,25 1
39993/807_F12_2,25 1
39993/846_F12_1,25 12 1
39993/846_F12_2,25 12 1
33078/950_D8_1,25
33078/950_D8_2,25
23626/1401_D10_1,22 19 0
23626/1401_D10_2,22 19 0
23626/1423_D12_3,22 0
23626/1423_D12_4,22 0
63581/1595_H10_1,0
63581/1595_H10_3,0
63581/1219_D11_1,0
63581/1219_D11_2,0
63581/1189_D11_1,25 24 0
63581/1189_D11_3,25 24 0
74961/1658_G7_10,21
74961/1658_G7_12,21
74961/1608_C10_1,21
74961/1608_C10_3,21
2114/80_E4_1,25 0
2114/80_E4_2,25 0
2114/81_E4_1,20 10 9 8 0
2114/81_E4_2,20 10 9 8 0
2114/79_E4_1,25 0
2114/79_E4_2,25 0
3828/1253_H11_1,0
3828/1253_H11_2,0
3828/1198_H5_3,0
3828/1198_H5_4,0
3828/1201_H5_7,23 0
3828/1201_H5_8,23 0
43867/547_C4_1,20 10 9 8
43867/547_C4_2,20 10 9 8
43867/532_C4_2,20 10 9 8
43867/532_C4_3,20 10 9 8
43867/496_C4_2,25 20 10 9 8
35530/563_F12_1,0
35530/563_F12_2,0
35530/566_F12_1,0
35530/566_F12_2,0
35530/569_F12_1,0
35530/569_F12_2,0
35531/393_B9_1,0
35531/393_B9_2,0
35531/392_B9_1,0
35531/392_B9_2,0
35531/396_B9_1,0
35531/396_B9_2,0
22151/1523_G7_2,0
22151/1523_G7_3,0
22151/148_H11_1,0
22151/148_H11_2,0
22151/146_H11_1,0
22151/146_H11_2,0
36760/1681_C6_9,6
36760/1681_C6_11,6
36760/1675_C6_32,6
36760/1675_C6_33,6
36760/1769_D7_32,20 10 9 8 6
36760/1769_D7_34,20 10 9 8 6
78002/1680_G4_4,16 16 12
78002/1680_G4_10,16 16 12
78002/1694_F5_3_cr5809fb3597303,25 16 16 12
78002/1694_F5_12_cr57d693d769083,25 16 16 12
54510/878_G11_1,25 6
54510/878_G11_2,25 6
54510/1027_C5_1,25 6
54510/1027_C5_2,25 6
54510/873_G11_1,25 6
54510/873_G11_2,25 6
35033/373_D11_1,25 21
35033/373_D11_2,25 21
35033/366_D11_1,25
35033/370_D11_1,25 21
35033/370_D11_2,25 21
35034/563_B7_3,25
35034/563_B7_4,25
35034/566_B7_1,25
35034/566_B7_2,25
35034/569_B7_2,25
35034/569_B7_3,25
70644/1690_A1_3,2
70644/1690_A1_4,2
11322/1592_G1_1,6
11322/1592_G1_2,6
11322/1616_F2_1,6
11322/1616_F2_3,6
41783/489_H7_4,25 0
41783/489_H7_5,25 0
41783/492_H7_1,25
41783/492_H7_2,25
41783/484_H7_5,25 0
41783/484_H7_6,25 0
11356/95_G2_1,0
11356/95_G2_2,0
11356/96_G2_1,0
11356/96_G2_2,0
11356/94_G2_1,0
11356/94_G2_2,0
69156/1411_D9_1,0
69156/1403_D5_1,0
69156/1403_D5_3,0
69156/1398_D5_1,0
69156/1398_D5_2,0
35052/990_E11_2,25 0
35052/990_E11_3,25 0
43366/532_H1_1,20 10 9 8
43366/532_H1_2,20 10 9 8
43366/496_H1_1,20 10 9 8
56246/1050_F3_2,20 10 9 8
